INPUT_1_FACTSII_DBA,INPUT_1_RECORD_ID,INPUT_1_PREMISESADDRESS,INPUT_1_PREMISESCITYSTATEZIP,INPUT_1_BORO,OUTPUT_X_Coordinate,OUTPUT_Y_Coordinate,entity_ID,CUISINE
MD BAGELS,50057072,434 CASTLETON AVE,"STATEN ISLAND, NY 10301-2714",STATEN ISLAND,957394,170159,50057072,Delicatessen
MEE'S NOODLE,50048097,930 2ND AVE,"NEW YORK, NY 10022-7837",MANHATTAN,992896,214158,50048097,Chinese
MEKELBURG'S,50036088,293 GRAND AVE BSMT,"BROOKLYN, NY 11238-1243",BROOKLYN,994617,189751,50036088,American
MEL'S BURGER,50037777,1450 2ND AVE,"NEW YORK, NY 10021-3005",MANHATTAN,996263,220235,50037777,American
MENU,50063668,3456 33RD ST,"LONG ISLAND CITY, NY 11106-2269",QUEENS,1004554,215311,50063668,American
MEOW PARLOUR,50017848,34 LUDLOW ST,"NEW YORK, NY 10002-5423",MANHATTAN,986904,200145,50017848,Bakery
METROGRAPH,50050247,7 LUDLOW ST,"NEW YORK, NY 10002-6304",MANHATTAN,986745,199754,50050247,American
MEW MEN,50044396,7 CORNELIA ST UNIT N,"NEW YORK, NY 10014-4113",MANHATTAN,983797,205824,50044396,Japanese
MEW MEW ICE CREAM,50059967,3 BAY 25TH ST FRNT,"BROOKLYN, NY 11214-3903",BROOKLYN,984861,159283,50059967,"Ice Cream, Gelato, Yogurt, Ices"
MEXICAN DINER,50054918,902 CORTELYOU RD,"BROOKLYN, NY 11218-5214",BROOKLYN,992678,172049,50054918,Mexican
MI GARBA,50032991,129 4TH AVE,"NEW YORK, NY 10003-4904",MANHATTAN,987046,206424,50032991,Italian
MI-NE SUSHI TOTOYA,50050508,496 6TH AVE,"NEW YORK, NY 10011-8404",MANHATTAN,984929,207555,50050508,Japanese
MIA'S BAKERY,50033150,139 SMITH ST,"BROOKLYN, NY 11201-7732",BROOKLYN,986963,189596,50033150,Bakery
MIDPOINT BISTRO,50059729,40 W 45TH ST,"NEW YORK, NY 10036-4261",MANHATTAN,989550,214702,50059729,American
MIGHTY QUINN'S BBQ,50008145,75 GREENWICH AVE,"NEW YORK, NY 10014-2226",MANHATTAN,983917,207684,50008145,American
MILO'S YARD,50016580,564 SENECA AVE,"RIDGEWOOD, NY 11385-1768",QUEENS,1008924,196053,50016580,American
MISAKI SUSHI,50059152,645 ROSSVILLE AVE,"STATEN ISLAND, NY 10309-1717",STATEN ISLAND,926373,136941,50059152,Japanese
MISTER HOTPOT,50043815,13342 39TH AVE UNIT G02,"FLUSHING, NY 11354-4433",QUEENS,1030199,215883,50043815,Chinese
MO IL GELATO,50049879,353 W 14TH ST FL 6,"NEW YORK, NY 10014-5001",MANHATTAN,983115,209033,50049879,"Ice Cream, Gelato, Yogurt, Ices"
MODERN LOVE,50053112,317 UNION AVE LOWR,"BROOKLYN, NY 11211-5801",BROOKLYN,997851,197896,50053112,Vegetarian
MOMOFUKU,50043009,232 8TH AVE,"NEW YORK, NY 10011-1616",MANHATTAN,984510,210512,50043009,American
MOMOFUKU KO,50015854,8 EXTRA PL,"NEW YORK, NY 10003-8926",MANHATTAN,986597,203337,50015854,Japanese
MOON ROOF LOUNGE,50018610,1679 HYLAN BLVD,"STATEN ISLAND, NY 10305-1913",STATEN ISLAND,959004,153479,50018610,American
MORGAN CAFE,50057633,341 9TH AVE,"NEW YORK, NY 10199-1006",MANHATTAN,984693,212715,50057633,American
MP TAVERNA,50039461,470 DRIGGS AVE,"BROOKLYN, NY 11211-1118",BROOKLYN,996895,201216,50039461,Mediterranean
MR POLLO # 2,50054297,1227 150TH ST,"WHITESTONE, NY 11357-1747",QUEENS,1035677,227170,50054297,Spanish
MR. BING,50059277,230 PARK AVE,"NEW YORK, NY 10169-0005",MANHATTAN,990913,214165,50059277,Chinese
MTG 432 PARK RESTAURANT,50051363,432 PARK AVE FL 12TH,"NEW YORK, NY 10022-3534",MANHATTAN,992235,216546,50051363,American
MU RAMEN,50015771,1209 JACKSON AVE,"LONG ISLAND CITY, NY 11101-4747",QUEENS,997965,210215,50015771,Japanese
MU SHU,50043813,25313 NORTHERN BLVD,"LITTLE NECK, NY 11362-1458",QUEENS,1057552,220228,50043813,Chinese
MUNCHERY,50058071,701 1ST AVE,"NEW YORK, NY 10017-6803",MANHATTAN,992361,211660,50058071,American
MUSCLE MAKER GRILL,50011937,1099 2ND AVE FRNT,"NEW YORK, NY 10022-2399",MANHATTAN,993968,216108,50011937,American
MY BAKERY NY,50036141,5902 7TH AVE,"BROOKLYN, NY 11220-4118",BROOKLYN,981124,171467,50036141,Bakery
MY COOKING PARTY,50056785,130 W 29TH ST FL 10,"NEW YORK, NY 10001-5312",MANHATTAN,986714,211461,50056785,American
MY DREAM RESTAURANT & LOUNGE,50051878,3429 EASTCHESTER RD,"BRONX, NY 10469-1646",BRONX,1026642,259062,50051878,Caribbean
MY SWEET AND ONLY,50046890,85 FLATBUSH AVENUE EXT LBBY,"BROOKLYN, NY 11201-2905",BROOKLYN,988486,193019,50046890,Caf&eacute;/Coffee/Tea
Mado Japanese Cuisine,50011947,9516 QUEENS BLVD,"REGO PARK, NY 11374-1136",QUEENS,1021984,205506,50011947,Japanese
Malt and Mold,50016731,362 2ND AVE,"NEW YORK, NY 10010-5614",MANHATTAN,989303,207673,50016731,Not Listed/Not Applicable
Masbia Of Flatbush,50017436,1372 CONEY ISLAND AVE,"BROOKLYN, NY 11230",BROOKLYN,993949,166664,50017436,Jewish/Kosher
Mimi Cheng's Dumplings,50012093,179 2ND AVE,"NEW YORK, NY 10003-5752",MANHATTAN,988065,205451,50012093,Chinese
NAYA EXPRESS,50005630,54 W 56TH ST FRNT,"NEW YORK, NY 10019",MANHATTAN,990851,217260,50005630,Middle Eastern
NAYA EXPRESS,50043973,1 NEW YORK PLZ LOWR,"NEW YORK, NY 10004-1901",MANHATTAN,980767,195231,50043973,Mediterranean
NEAPOLITAN EXPRESS,50035899,232 E 111TH ST,"NEW YORK, NY 10029-2902",MANHATTAN,1000447,228701,50035899,Pizza
NEST RESTAURANT & BAR,50017455,12517 101ST AVE,"SOUTH RICHMOND HILL, NY 11419-1411",QUEENS,1033975,191248,50017455,Caribbean
NEW 86 WONG RESTAURANT,50014392,2210 86TH ST,"BROOKLYN, NY 11214-4108",BROOKLYN,986048,158515,50014392,Chinese
NEW CHINA TACO,50033930,7419 METROPOLITAN AVE,"MIDDLE VLG, NY 11379-2636",QUEENS,1018100,199021,50033930,Tex-Mex
NEW CHU'S GOURMET,50059660,82 LIVINGSTON ST,"BROOKLYN, NY 11201-5091",BROOKLYN,986744,191196,50059660,Chinese
NEW EAST STAR,50043859,987 WESTCHESTER AVE FRNT 1,"BRONX, NY 10459-3399",BRONX,1013445,239259,50043859,Chinese
NEW FU LAI KITCHEN,50044065,7023 FORT HAMILTON PKWY,"BROOKLYN, NY 11228-1103",BROOKLYN,980622,168093,50044065,Chinese
NEW GOLDEN PLACE,50052444,486 KINGS HWY,"BROOKLYN, NY 11223-1836",BROOKLYN,992092,159415,50052444,Other
NEW KING WOK RESTAURANT,50058339,14616 JAMAICA AVE,"JAMAICA, NY 11435-3628",QUEENS,1037307,195017,50058339,Chinese
NEW KINGS MEN KITCHEN,50032895,204 MALCOLM X BLVD,"BROOKLYN, NY 11221-2111",BROOKLYN,1003724,189385,50032895,Chinese
NEW ONE CHINESE RESTAURANT,50041912,6320 11TH AVE,"BROOKLYN, NY 11219-5279",BROOKLYN,982890,168673,50041912,Chinese
NEW SANTANA DELI & RESTAURANT,50042900,187 IRVING AVE FRNT,"BROOKLYN, NY 11237-4389",BROOKLYN,1006653,194962,50042900,Mexican
NEW SARKURA JAPAN,50018747,9040 160TH ST,"JAMAICA, NY 11432-6124",QUEENS,1039728,196166,50018747,Japanese
NEW WAH LUNG KITCHEN,50045694,2111 21ST AVE,"ASTORIA, NY 11105-3247",QUEENS,1007983,224224,50045694,Chinese
NEW WORLD STAGES & THE GREEN ROOM,50018245,343 W 49TH ST,"NEW YORK, NY 10019-7316",MANHATTAN,987620,216969,50018245,Other
NEW YORK BURGER CO.,50052392,470 W 23RD ST,"NEW YORK, NY 10011-2144 US",MANHATTAN,983370,211525,50052392,American
NEW YORK FILM ACADEMY CAFE,50005656,0 PETER MINUIT PLAZA,"NEW YORK, NY 10004",MANHATTAN,980605,195090,50005656,American
NEW YORK KIMCHI,50056899,102 MACDOUGAL ST,"NEW YORK, NY 10012-1203",MANHATTAN,983964,204994,50056899,Korean
NEW YORK KIMCHI,50059475,160 E 23RD ST,"NEW YORK, NY 10010-4555",MANHATTAN,988669,208591,50059475,Korean
NEW YORK POST CAFETERIA,50043587,900 E 132ND ST,"BRONX, NY 10454-3628",BRONX,1008853,230282,50043587,American
NEW YORK SHAKE & BURGER,50013883,14701 LIBERTY AVE,"JAMAICA, NY 11435-4716",QUEENS,1038473,192984,50013883,American
NEXT GENERATION CENTER CAFE,50053044,1522 SOUTHERN BLVD,"BRONX, NY 10460-5901",BRONX,1014811,243261,50053044,American
NICOLETTA BADALAMENTI,50010514,706 AVENUE U,"BROOKLYN, NY 11223-4134",BROOKLYN,994276,157146,50010514,Caf&eacute;/Coffee/Tea
NIGHT MARKET BBQ,50038063,4506 PARSONS BLVD,"FLUSHING, NY 11355-2217",QUEENS,1035368,214589,50038063,Chinese
NINJA JAPAN TERIYAKI,50051603,9206 JAMAICA AVE,"WOODHAVEN, NY 11421-2107",QUEENS,1024995,191904,50051603,Japanese
NIPPONCHA RESTAURANT,50048035,3934 BELL BLVD,"BAYSIDE, NY 11361-2061",QUEENS,1047496,218034,50048035,Japanese
NIU POT,50038921,4235 MAIN ST STE 1A,"FLUSHING, NY 11355-3957",QUEENS,1031936,214181,50038921,Chinese
NO. 1 CHINESE RESTAURANT,50005269,661 NOSTRAND AVE,"BROOKLYN, NY 11216-3615",BROOKLYN,998108,185068,50005269,Chinese
NONNAS OF WHITESTONE,50053566,2230 154TH ST,"WHITESTONE, NY 11357-3732",QUEENS,1037096,222761,50053566,Pizza/Italian
NORA PIZZA,50058434,2456 EASTCHESTER RD,"BRONX, NY 10469-5916",BRONX,1027589,253339,50058434,Pizza
NOREETUH,50018858,128 1ST AVE,"NEW YORK, NY 10009-5723",MANHATTAN,988285,204278,50018858,American
NORMA,50057641,438 3RD AVE,"NEW YORK, NY 10016-6040",MANHATTAN,989852,210142,50057641,Italian
NORTHERN BELL,50008245,612 METROPOLITAN AVE,"BROOKLYN, NY 11211-3606",BROOKLYN,998501,199457,50008245,American
NORTHSIDE BAKERY,50018952,190 NASSAU AVE,"BROOKLYN, NY 11222-5353",BROOKLYN,999362,203600,50018952,Polish
NOWADAYS,50036029,5606 COOPER AVE SIDE OUTDOORS,"GLENDALE, NY 11385-5738",QUEENS,1011462,191760,50036029,American
NRGIZE LIFE STYLE CAFE,50008562,1776 EASTCHESTER RD,"BRONX, NY 10461-2330",BRONX,1027553,248917,50008562,"Juice, Smoothies, Fruit Salads"
NUNOODLE,50008770,8910 QUEENS BLVD,"ELMHURST, NY 11373-4932",QUEENS,1019088,206954,50008770,Chinese
NYC HANDCRAFTED,50036313,367 3RD AVE,"NEW YORK, NY 10016-9006",MANHATTAN,989375,209268,50036313,American
NYC THE BULL RESTAURANT AND ROSTISSERIE,50056703,6712 FRESH POND RD,"RIDGEWOOD, NY 11385-4563",QUEENS,1012962,196319,50056703,American
NYLO NYC,50054435,2178 BROADWAY,"NEW YORK, NY 10024-6647",MANHATTAN,989556,224313,50054435,American
New Yorkers Pizza,50058201,2166 3RD AVE,"NEW YORK, NY 10035-4003",MANHATTAN,1001162,230545,50058201,Pizza/Italian
OASIS MIDDLE EASTERN RESTAURANT,50054422,1907 WHITE PLAINS RD,"BRONX, NY 10462-1410",BRONX,1020986,248117,50054422,Middle Eastern
OCEANA POKE,50063639,1700 BROADWAY,"NEW YORK, NY 10019-5905",MANHATTAN,989126,217383,50063639,Hawaiian
OKINII,50038886,216 THOMPSON ST,"NEW YORK, NY 10012-1373",MANHATTAN,984485,204881,50038886,Japanese
OLIVE GARDEN,50014114,200 BAYCHESTER AVE STE 208A,"BRONX, NY 10475-4575",BRONX,1031151,254798,50014114,Italian
OLIVE GARDEN,50015549,9210 59TH AVE,"ELMHURST, NY 11373-5025",QUEENS,1020609,206805,50015549,Italian
OLIVER COFFEE,50058023,5 OLIVER ST,"NEW YORK, NY 10038-1044",MANHATTAN,984785,199035,50058023,Caf&eacute;/Coffee/Tea
OMANI CHICKEN & SANDWICH,50008696,160-42 WILLETS POINT BOULEVARD,"WHITESTONE, 11357",QUEENS,1039139,223810,50008696,American
ONEONEFOUR BAR & LOUNGE (MARMAR PARK AVE),50042713,114 E 32ND ST,"NEW YORK, NY 10016-5506",MANHATTAN,989373,210870,50042713,American
OPS,50055359,346 HIMROD ST,"BROOKLYN, NY 11237-4704",BROOKLYN,1007134,195232,50055359,Pizza/Italian
ORA DI PASTA,50017020,1 W 58TH ST LOWR B,"NEW YORK, NY 10019-1689",MANHATTAN,991317,217657,50017020,Italian
OSAMIL,50052171,5 W 31ST ST FRNT 1,"NEW YORK, NY 10001-4414",MANHATTAN,988008,211338,50052171,Korean
OUR WICKED LADY,50018636,153 MORGAN AVE,"BROOKLYN, NY 11237-1223",BROOKLYN,1002811,197743,50018636,American
OUSIA,50055426,629 W 57TH ST,"NEW YORK, NY 10019-1001",MANHATTAN,986150,220192,50055426,Greek
OUTBACK STEAKHOUSE,50017920,355 GATEWAY DR,"BROOKLYN, NY 11239-2805",BROOKLYN,1019954,175973,50017920,American
OUTBACK STEAKHOUSE,50040937,270 BAYCHESTER AVE,"BRONX, NY 10475-4575",BRONX,1031096,254958,50040937,Steak
OVENLY,50039626,230 PARK AVE,"NEW YORK, NY 10169-0005",MANHATTAN,990913,214165,50039626,Bakery
OVOSODO,50008557,11060 QUEENS BLVD,"FOREST HILLS, NY 11375-6347",QUEENS,1028892,201345,50008557,Italian
PACIFIC MOON,50014908,5902 BROADWAY,"WOODSIDE, NY 11377-2134",QUEENS,1011225,213063,50014908,Chinese
PAIK'S NOODLE,50049724,2 W 32ND ST FRNT 2,"NEW YORK, NY 10001-0194",MANHATTAN,988156,211544,50049724,Korean
PAIR WINE AND CHEESE,50018113,140 ATLANTIC AVE APT 1,"BROOKLYN, NY 11201-6721",BROOKLYN,985603,190823,50018113,American
PALACE BUFFET & GRILL,50050771,230 BAY RIDGE AVE,"BROOKLYN, NY 11209-1307",BROOKLYN,976622,171054,50050771,Mediterranean
PANDA CAFE,50003300,8331 BROADWAY STE 1,"ELMHURST, NY 11373-5723",QUEENS,1017703,209115,50003300,Asian
PANDA EXPRESS,50039631,1 W FORDHAM RD,"BRONX, NY 10468-5304",BRONX,1011562,253628,50039631,Asian
PANERA BREAD,50034088,304 PARK AVE S,"NEW YORK, NY 10010-4301",MANHATTAN,987989,208881,50034088,American
PANSHI,50049280,16837 HILLSIDE AVE,"JAMAICA, NY 11432-4440",QUEENS,1041443,198177,50049280,Bangladeshi
PAOWALLA,50052263,195 SPRING ST,"NEW YORK, NY 10012-3647",MANHATTAN,983376,203469,50052263,Indian
PAPA JOHN'S,50017891,3528 NOSTRAND AVE,"BROOKLYN, NY 11229-5203",BROOKLYN,1000522,157101,50017891,Pizza
PAPA JOHN'S,50034110,3548 31ST ST,"ASTORIA, NY 11106-2321",QUEENS,1003885,215214,50034110,Pizza
PAPA JOHN'S,50037026,1654 86TH ST,"BROOKLYN, NY 11214-2841",BROOKLYN,982563,161269,50037026,Pizza
PAPA JOHN'S,50042768,10303 101ST AVE,"OZONE PARK, NY 11416-2647",QUEENS,1028684,189261,50042768,Pizza
PARIS BAGUETTE,50003253,591 LEXINGTON AVE,"NEW YORK, NY 10022",MANHATTAN,992133,215293,50003253,Bakery
PARIS BAGUETTE,50019178,97 COURT ST,"BROOKLYN, NY 11201-5003",BROOKLYN,986561,191073,50019178,Bakery
PARIS BAGUETTE,50034013,303 PARK AVE S,"NEW YORK, NY 10010-3601",MANHATTAN,988061,208998,50034013,Bakery
PARIS BAGUETTE,50035662,977 8TH AVE,"NEW YORK, NY 10019-1846",MANHATTAN,989036,218694,50035662,Bakery
PARIS BAGUETTE,50057019,4522 46TH ST,"SUNNYSIDE, NY 11104-1702",QUEENS,1006738,209796,50057019,Bakery
PARIS BAGUETTE,50063325,575 8TH AVE STE GROUND,"NEW YORK, NY 10018-3011",MANHATTAN,986614,214326,50063325,Caf&eacute;/Coffee/Tea
PARIS BAGUETTE CAFE,50019179,2568 BROADWAY,"NEW YORK, NY 10025-5651",MANHATTAN,992141,228925,50019179,Bakery
PARKSIDE,50043263,705 FLATBUSH AVE,"BROOKLYN, NY 11225-6059",BROOKLYN,995369,178253,50043263,Pizza
PASQUALE JONES,50044508,86 KENMARE ST FRNT,"NEW YORK, NY 10012-4541",MANHATTAN,985163,202031,50044508,Italian
PASTICCERIA ROCCO,50018845,9402 4TH AVE FL GROUND,"BROOKLYN, NY 11209-7330",BROOKLYN,975674,163915,50018845,Caf&eacute;/Coffee/Tea
PATE LACAYE BAKERY,50046380,22924 LINDEN BLVD,"CAMBRIA HEIGHTS, NY 11411-1848",QUEENS,1058562,191716,50046380,Bakery
PATE/ROLL SMASH,50018783,4543B BELL BLVD,"BAYSIDE, NY 11361-3365",QUEENS,1048326,215941,50018783,Asian
PELHAM BAY BURGER KING,50055178,3269 WESTCHESTER AVE,"BRONX, NY 10461-4509",BRONX,1031861,249939,50055178,Sandwiches/Salads/Mixed Buffet
PENG SHUN RESTAURANT,50035104,6301 8TH AVE SPC 9,"BROOKLYN, NY 11220-4717",BROOKLYN,981084,170153,50035104,Chinese
PEOPLE'S POPS,50049005,425 W 15TH ST,"NEW YORK, NY 10011-7098",MANHATTAN,982576,209661,50049005,Other
PEQUE VINOS + TAPAS,50035661,231 W 145TH ST FRNT W,"NEW YORK, NY 10039-4007",MANHATTAN,1000814,238797,50035661,Tapas
PICKLER & CO,50038206,216 E 45TH ST,"NEW YORK, NY 10017-3304",MANHATTAN,991881,213410,50038206,American
PINK MOOSE,50064523,1070 1ST AVE FRNT,"NEW YORK, NY 10022-2202",MANHATTAN,994699,215866,50064523,American
PINOT'S PALETTE,50042417,382 5TH AVE,"BROOKLYN, NY 11215-3305",BROOKLYN,988498,183788,50042417,Caf&eacute;/Coffee/Tea
PIQUE 86 RESTAURANT,50044966,220 E 198TH ST FL 1,"BRONX, NY 10458-3102",BRONX,1014612,256154,50044966,Spanish
PIURA,50016799,3932 BELL BLVD FRNT 1,"BAYSIDE, NY 11361-2061",QUEENS,1047494,218040,50016799,Peruvian
PIZZA GYRO GRILL,50035397,1620 AVENUE M FRNT,"BROOKLYN, NY 11230-6007",BROOKLYN,995681,164482,50035397,Pizza/Italian
PIZZA HEAVEN,50008497,3009 AVENUE N,"BROOKLYN, NY 11210-5410",BROOKLYN,999607,164167,50008497,Pizza
PIZZA ITALIA,50010848,307 W 17TH ST,"NEW YORK, NY 10011-5001",MANHATTAN,983787,209573,50010848,Pizza/Italian
PLANET WINGS,50035072,699 E 187TH ST,"BRONX, NY 10458-6801",BRONX,1016186,250503,50035072,Chicken
PLOWSHARES COFFEE,50013460,2730 BROADWAY,"NEW YORK, NY 10025-3939",MANHATTAN,993093,230811,50013460,Caf&eacute;/Coffee/Tea
POKEE,50054878,121 W 3RD ST,"NEW YORK, NY 10012-1287",MANHATTAN,984114,205462,50054878,Hawaiian
POKEWORKS,50043277,63 W 37TH ST,"NEW YORK, NY 10018-6202",MANHATTAN,988384,212943,50043277,Hawaiian
POKEWORKS,50060922,23 E 15TH ST,"NEW YORK, NY 10003-3153",MANHATTAN,986321,207586,50060922,Hawaiian
POLLO SABROSO RESTAURANT,50014157,216 E 198TH ST,"BRONX, NY 10458-3102",BRONX,1014586,256173,50014157,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
POP'S RESTAURANT,50045209,8522 JAMAICA AVE,"WOODHAVEN, NY 11421-1933",QUEENS,1023403,191614,50045209,Spanish
POPEYES,50053469,13344 WHITESTONE EXPY,"FLUSHING, NY 11354-2509",QUEENS,1029770,219348,50053469,Chicken
POPEYES,50058735,712 BROADWAY,"BROOKLYN, NY 11206-4403",BROOKLYN,1000063,194804,50058735,American
PORTABLE CHEF,50044401,2191 3RD AVE APT 4F,"NEW YORK, NY 10035-3520",MANHATTAN,1001313,230808,50044401,American
POTATO CORNER,50046848,9015 QUEENS BLVD K202,"ELMHURST, NY 11373-4900",QUEENS,1019841,206663,50046848,American
POTATOPIA,50008813,2655 RICHMOND AVE SPC 6504,"STATEN ISLAND, NY 10314-5821",STATEN ISLAND,937292,151471,50008813,American
POULETTE,50008319,790 9TH AVE FL SOUTH,"NEW YORK, NY 10019-5613",MANHATTAN,987631,218004,50008319,Chicken
PRET A MANGER,50011315,600 LEXINGTON AVENUE,"NEW YORK, NY 10022-0000",MANHATTAN,992195,215417,50011315,Sandwiches
PRINCE DESSERT AND TEA ROOM,50015213,3639 PRINCE ST,"FLUSHING, NY 11354-4025",QUEENS,1030550,216709,50015213,Caf&eacute;/Coffee/Tea
PRINCE TEA HOUSE,50040957,6122 7TH AVE,"BROOKLYN, NY 11220-4107",BROOKLYN,980767,171017,50040957,Caf&eacute;/Coffee/Tea
PRINTERS ALLEY,50052865,215 W 40TH ST,"NEW YORK, NY 10018-1507",MANHATTAN,987410,214364,50052865,American
PRIVATE KITCHEN,50063568,3635 MAIN ST,"FLUSHING, NY 11354-4104",QUEENS,1030908,217059,50063568,Chinese
PROLOGUE COFFEE ROOM,50053497,120 LAFAYETTE ST FRNT C,"NEW YORK, NY 10013-3162",MANHATTAN,984129,201063,50053497,Caf&eacute;/Coffee/Tea
PROVA PIZZA BAR,50054114,89 E 42ND ST LOWR,"NEW YORK, NY 10017-5503",MANHATTAN,990455,213288,50054114,Pizza/Italian
PUEBLA MEXICAN FOOD,50041042,120 ESSEX ST STE 36A,"NEW YORK, NY 10002-3211",MANHATTAN,987650,201386,50041042,Mexican
PUNJABI DINER,50055888,11601 101ST AVE,"SOUTH RICHMOND HILL, NY 11419-1225",QUEENS,1031841,190447,50055888,Indian
PURE GREEN,50058801,95 BOERUM PLACE,"BROOKLYN, NY 11201-5715",BROOKLYN,986749,190192,50058801,"Juice, Smoothies, Fruit Salads"
PUSH FITNESS CLUB,50047433,18810 UNION TPKE,"FRESH MEADOWS, NY 11366-1706",QUEENS,1044960,205041,50047433,American
Planet Wings,50064418,9505 63RD DR,"REGO PARK, NY 11374-2024",QUEENS,1022281,205055,50064418,American
Popeye's Louisiana Kitchen,50043705,1058 FLUSHING AVE,"BROOKLYN, NY 11237-1809",BROOKLYN,1003893,195970,50043705,Chicken
QDOBA MEXICAN GRILL,50008956,NKA JFK INTERNATIONAL AIRPORT,"JAMAICA, NY 11430",QUEENS,1043012,175520,50008956,Mexican
QED,50017188,2716 23RD AVE,"ASTORIA, NY 11105-2706",QUEENS,1007775,221969,50017188,Caf&eacute;/Coffee/Tea
QUEENS SWEET YUMMY HOUSE,50045700,8313 BROADWAY,"ELMHURST, NY 11373-5720",QUEENS,1017579,209228,50045700,Chinese
R&D FOODS,50006550,602 VANDERBILT AVE,"BROOKLYN, NY 11238-3803",BROOKLYN,992948,186402,50006550,American
RACINES,50007352,94 CHAMBERS ST FRNT 102,"NEW YORK, NY 10007",MANHATTAN,982209,199642,50007352,French
RANDAZZO'S PIZZERIA,50017029,306 DITMAS AVE,"BROOKLYN, NY 11218-4986",BROOKLYN,990972,170913,50017029,Pizza
RAW MKT,50062670,61 E 8TH ST,"NEW YORK, NY 10003-6450",MANHATTAN,986090,205601,50062670,Hawaiian
RDV,50056716,2072 FREDERICK DOUGLASS BLVD,"NEW YORK, NY 10026-3383",MANHATTAN,996128,231483,50056716,French
RED HOOK LOBSTER POUND,50037953,230 PARK AVE,"NEW YORK, NY 10169-0005",MANHATTAN,990913,214165,50037953,Seafood
RED LOBSTER,50013473,2090 BARTOW AVE,"BRONX, NY 10475-4615",BRONX,1032130,256116,50013473,Seafood
RED LOBSTER,50014052,455 GATEWAY DR,"BROOKLYN, NY 11239-2806",BROOKLYN,1020519,176477,50014052,Seafood
RED MANGO,50010414,2655 RICHMOND AVE STE 2190,"STATEN ISLAND, NY 10314-5820",STATEN ISLAND,937292,151471,50010414,"Ice Cream, Gelato, Yogurt, Ices"
RED MANGO,50011133,123 COURT ST,"BROOKLYN HEIGHTS, NY 11201-5608",BROOKLYN,986435,190727,50011133,Other
RED MANGO #0484,50062667,6115 SPRINGFIELD BLVD,"OAKLAND GARDENS, NY 11364-2335",QUEENS,1051705,212182,50062667,"Ice Cream, Gelato, Yogurt, Ices"
RED MOON,50013027,132 W 45TH ST,"NEW YORK, NY 10036-4003",MANHATTAN,988742,215152,50013027,Japanese
RED POKE,50059700,600 9TH AVE,"NEW YORK, NY 10036-3701",MANHATTAN,986409,215801,50059700,Korean
RED ROBIN GOURMET BURGERS AND BREW,50014821,200 BAYCHESTER AVE UNIT 118B,"BRONX, NY 10475-4575",BRONX,1031151,254798,50014821,American
RED ROBIN GOURMET BURGERS AND BREW,50033140,2655 RICHMOND AVE STE 1190,"STATEN ISLAND, NY 10314-5810",STATEN ISLAND,937292,151471,50033140,American
REGINA'S GROCERY,50064785,27 ORCHARD ST,"NEW YORK, NY 10002-6123",MANHATTAN,986584,199959,50064785,American
REGO PARK COFFEE SHOP,50038802,9414 63RD DR,"REGO PARK, NY 11374-2028",QUEENS,1022180,204833,50038802,American
RESIDENCE INN BY MARRIOTT BRONX,50034191,1776 EASTCHESTER RD,"BRONX, NY 10461-2341",BRONX,1027553,248917,50034191,American
RESTAURANT ANTOJITOS,50049744,9004 JAMAICA AVE,"WOODHAVEN, NY 11421-2103",QUEENS,1024592,191738,50049744,Spanish
RETRO FITNESS,50055239,9273 QUEENS BLVD FRNT FRONT,"REGO PARK, NY 11374-1028",QUEENS,1021129,205988,50055239,"Juice, Smoothies, Fruit Salads"
RG DOMINICAN RESTAURANT,50058464,109 BELMONT AVE,"BROOKLYN, NY 11212-7728",BROOKLYN,1010282,183047,50058464,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
RICE K SUSHI & ASIAN CUISINE,50048440,2921 23RD AVE,"ASTORIA, NY 11105-2709",QUEENS,1008156,221625,50048440,Chinese/Japanese
RICO CHIMI,50058925,111 DYCKMAN ST,"NEW YORK, NY 10040-1002",MANHATTAN,1004993,253348,50058925,Spanish
RIDER,50044576,80 N 6TH ST STE B,"BROOKLYN, NY 11249-3009",BROOKLYN,994984,201271,50044576,American
RIKO,50040010,4322 QUEENS BLVD,"SUNNYSIDE, NY 11104-4610",QUEENS,1006086,210142,50040010,Peruvian
RIKO PERUVIAN CUISINE,50045415,15337 HILLSIDE AVE,"JAMAICA, NY 11432-3321",QUEENS,1038525,197030,50045415,Peruvian
RIVER DOCK BAR & GRILL,50040391,1 RICHMOND TER SPC 105,"STATEN ISLAND, NY 10301-1950",STATEN ISLAND,964095,173756,50040391,American
ROBATA STEAK AND OYSTER BAR,50063438,3636 PRINCE ST UNIT 107,"FLUSHING, NY 11354-4001",QUEENS,1030542,216719,50063438,Japanese
ROCCOS,50035660,162 7TH AVE,"NEW YORK, NY 10011-1813",MANHATTAN,985031,209610,50035660,Pizza
RONDEL,50033001,2006 CONEY ISLAND AVE,"BROOKLYN, NY 11223-2329",BROOKLYN,994773,160969,50033001,Eastern European
ROOM SERVICE KITCHEN,50039216,301 PARK AVE,"NEW YORK, NY 10022-6844",MANHATTAN,991354,214945,50039216,American
ROOTS,50005137,639 5TH AVE APT 1,"BROOKLYN, NY 11215-5422",BROOKLYN,986538,180804,50005137,Caf&eacute;/Coffee/Tea
